    actual, predicted
"	     1:Low","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     1:Low"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
"	     2:High","	     2:High"
