inst#,    actual, predicted, error, probability distribution
1,	     1:Low,	     1:Low
4393,	     2:High,	     2:High
4394,	     2:High,	     1:Low
4395,	     2:High,	     2:High
4396,	     2:High,	     2:High
4397,	     2:High,	     2:High
4398,	     2:High,	     2:High
4399,	     2:High,	     2:High
4400,	     2:High,	     2:High
4401,	     2:High,	     2:High
4402,	     2:High,	     1:Low
4403,	     2:High,	     2:High
4404,	     2:High,	     2:High
4405,	     2:High,	     2:High
4406,	     2:High,	     2:High
4407,	     2:High,	     2:High
4408,	     2:High,	     2:High
4409,	     2:High,	     2:High
4410,	     2:High,	     2:High
4411,	     2:High,	     2:High
4412,	     2:High,	     2:High
4413,	     2:High,	     2:High
4414,	     2:High,	     2:High
4415,	     2:High,	     2:High
4416,	     2:High,	     2:High
4417,	     2:High,	     2:High
4418,	     2:High,	     2:High
4419,	     2:High,	     2:High
4420,	     2:High,	     2:High
4421,	     2:High,	     2:High
4422,	     2:High,	     2:High
4423,	     2:High,	     2:High
4424,	     2:High,	     2:High
4425,	     2:High,	     2:High
4426,	     2:High,	     2:High
4427,	     2:High,	     2:High
4428,	     2:High,	     2:High
4429,	     2:High,	     2:High
4430,	     2:High,	     2:High
4431,	     2:High,	     2:High
4432,	     2:High,	     2:High
4433,	     2:High,	     2:High
4434,	     2:High,	     2:High
4435,	     2:High,	     2:High
4436,	     2:High,	     2:High
4437,	     2:High,	     2:High
4438,	     2:High,	     2:High
4439,	     2:High,	     2:High
4440,	     2:High,	     2:High
4441,	     2:High,	     2:High
4442,	     2:High,	     2:High
4443,	     2:High,	     2:High
4444,	     2:High,	     2:High
4445,	     2:High,	     1:Low
4446,	     2:High,	     2:High
4447,	     2:High,	     2:High
4448,	     2:High,	     2:High
4449,	     2:High,	     2:High
4450,	     2:High,	     2:High
4451,	     2:High,	     2:High
4452,	     2:High,	     2:High
4453,	     2:High,	     2:High
4454,	     2:High,	     2:High
4455,	     2:High,	     2:High
4456,	     2:High,	     2:High
4457,	     2:High,	     2:High
4458,	     2:High,	     2:High
4459,	     2:High,	     2:High
4460,	     2:High,	     2:High
4461,	     2:High,	     2:High
4462,	     2:High,	     2:High
4463,	     2:High,	     2:High
4464,	     2:High,	     2:High
4465,	     2:High,	     2:High
4466,	     2:High,	     2:High
4467,	     2:High,	     2:High
4468,	     2:High,	     2:High
4469,	     2:High,	     2:High
4470,	     2:High,	     2:High
4471,	     2:High,	     2:High
4472,	     2:High,	     2:High
4473,	     2:High,	     2:High
4474,	     2:High,	     2:High
4475,	     2:High,	     2:High
4476,	     2:High,	     2:High
4477,	     2:High,	     2:High
4478,	     2:High,	     2:High
4479,	     2:High,	     2:High
4480,	     2:High,	     2:High
4481,	     2:High,	     2:High
4482,	     2:High,	     2:High
4483,	     2:High,	     2:High
4484,	     2:High,	     2:High
4485,	     2:High,	     2:High
4486,	     2:High,	     2:High
4487,	     2:High,	     2:High
4488,	     2:High,	     2:High
4489,	     2:High,	     2:High
4490,	     2:High,	     2:High
4491,	     2:High,	     2:High
4492,	     2:High,	     2:High
4493,	     2:High,	     2:High
4494,	     2:High,	     2:High
4495,	     2:High,	     2:High
4496,	     2:High,	     2:High
4497,	     2:High,	     2:High
4498,	     2:High,	     2:High
4499,	     2:High,	     2:High
4500,	     2:High,	     2:High
4501,	     2:High,	     2:High
4502,	     2:High,	     2:High
4503,	     2:High,	     2:High
4504,	     2:High,	     2:High
4505,	     2:High,	     2:High
4506,	     2:High,	     2:High
4507,	     2:High,	     2:High
4508,	     2:High,	     2:High
4509,	     2:High,	     2:High
4510,	     2:High,	     2:High
4511,	     2:High,	     2:High
4512,	     2:High,	     2:High
4513,	     2:High,	     2:High
4514,	     2:High,	     2:High
4515,	     2:High,	     2:High
4516,	     2:High,	     2:High
4517,	     2:High,	     2:High
4518,	     2:High,	     2:High
4519,	     2:High,	     2:High
4520,	     2:High,	     2:High
4521,	     2:High,	     2:High
4522,	     2:High,	     2:High
4523,	     2:High,	     2:High
4524,	     2:High,	     2:High
4525,	     2:High,	     2:High
4526,	     2:High,	     2:High
4527,	     2:High,	     2:High
4528,	     2:High,	     2:High
4529,	     2:High,	     2:High
4530,	     2:High,	     2:High
4531,	     2:High,	     2:High
4532,	     2:High,	     2:High
4533,	     2:High,	     2:High
4534,	     2:High,	     2:High
4535,	     2:High,	     1:Low
4536,	     2:High,	     2:High
4537,	     2:High,	     2:High
4538,	     2:High,	     1:Low
4539,	     2:High,	     2:High
4540,	     2:High,	     2:High
4541,	     2:High,	     2:High
4542,	     2:High,	     2:High
4543,	     2:High,	     1:Low
4544,	     2:High,	     2:High
4545,	     2:High,	     2:High
4546,	     2:High,	     2:High
4547,	     2:High,	     2:High
4548,	     2:High,	     2:High
4549,	     2:High,	     2:High
4550,	     2:High,	     2:High
4551,	     2:High,	     2:High
4552,	     2:High,	     2:High
4553,	     2:High,	     1:Low
4554,	     2:High,	     2:High
4555,	     2:High,	     2:High
4556,	     2:High,	     2:High
4557,	     2:High,	     2:High
4558,	     2:High,	     2:High
4559,	     2:High,	     2:High
4560,	     2:High,	     2:High
4561,	     2:High,	     2:High
4562,	     2:High,	     2:High
4563,	     2:High,	     2:High
4564,	     2:High,	     2:High
4565,	     2:High,	     1:Low
4566,	     2:High,	     2:High
4567,	     2:High,	     2:High
4568,	     2:High,	     2:High
4569,	     2:High,	     2:High
4570,	     2:High,	     1:Low
4571,	     2:High,	     2:High
4572,	     2:High,	     2:High
4573,	     2:High,	     2:High
4574,	     2:High,	     2:High
4575,	     2:High,	     2:High
4576,	     2:High,	     2:High
4577,	     2:High,	     2:High
4578,	     2:High,	     2:High
4579,	     2:High,	     2:High
4580,	     2:High,	     2:High
4581,	     2:High,	     2:High
4582,	     2:High,	     2:High
4583,	     2:High,	     2:High
4584,	     2:High,	     1:Low
4585,	     2:High,	     2:High
4586,	     2:High,	     1:Low
4587,	     2:High,	     2:High
4588,	     2:High,	     2:High
4589,	     2:High,	     2:High
4590,	     2:High,	     2:High
4591,	     2:High,	     2:High
4592,	     2:High,	     2:High
4593,	     2:High,	     2:High
4594,	     2:High,	     2:High
4595,	     2:High,	     2:High
4596,	     2:High,	     2:High
4597,	     2:High,	     2:High
4598,	     2:High,	     2:High
4599,	     2:High,	     2:High
4600,	     2:High,	     2:High
4601,	     2:High,	     2:High
4602,	     2:High,	     2:High
4603,	     2:High,	     2:High
4604,	     2:High,	     2:High
4605,	     2:High,	     2:High
4606,	     2:High,	     2:High
4607,	     2:High,	     2:High
4608,	     2:High,	     2:High
4609,	     2:High,	     2:High
4610,	     2:High,	     2:High
4611,	     2:High,	     2:High
4612,	     2:High,	     2:High
4613,	     2:High,	     2:High
4614,	     2:High,	     2:High
4615,	     2:High,	     2:High
4616,	     2:High,	     2:High
4617,	     2:High,	     2:High
4618,	     2:High,	     2:High
4619,	     2:High,	     2:High
4620,	     2:High,	     2:High
4621,	     2:High,	     2:High
4622,	     2:High,	     2:High
4623,	     2:High,	     2:High
4624,	     2:High,	     2:High
4625,	     2:High,	     2:High
4626,	     2:High,	     2:High
4627,	     2:High,	     2:High
4628,	     2:High,	     2:High
4629,	     2:High,	     2:High
4630,	     2:High,	     2:High
4631,	     2:High,	     2:High
4632,	     2:High,	     2:High
4633,	     2:High,	     2:High
4634,	     2:High,	     2:High
4635,	     2:High,	     2:High
4636,	     2:High,	     2:High
4637,	     2:High,	     2:High
4638,	     2:High,	     2:High
4639,	     2:High,	     2:High
4640,	     2:High,	     2:High
4641,	     2:High,	     2:High
4642,	     2:High,	     2:High
4643,	     2:High,	     2:High
4644,	     2:High,	     2:High
4645,	     2:High,	     2:High
4646,	     2:High,	     2:High
4647,	     2:High,	     2:High
4648,	     2:High,	     2:High
4649,	     2:High,	     2:High
4650,	     2:High,	     2:High
4651,	     2:High,	     2:High
4652,	     2:High,	     2:High
4653,	     2:High,	     2:High
4654,	     2:High,	     2:High
4655,	     2:High,	     2:High
4656,	     2:High,	     2:High
4657,	     2:High,	     2:High
4658,	     2:High,	     2:High
4659,	     2:High,	     2:High
4660,	     2:High,	     2:High
4661,	     2:High,	     2:High
4662,	     2:High,	     2:High
4663,	     2:High,	     2:High
4664,	     2:High,	     2:High
4665,	     2:High,	     2:High
4666,	     2:High,	     2:High
4667,	     2:High,	     2:High
4668,	     2:High,	     2:High
4669,	     2:High,	     2:High
4670,	     2:High,	     2:High
4671,	     2:High,	     2:High
4672,	     2:High,	     2:High
4673,	     2:High,	     2:High
4674,	     2:High,	     2:High
4675,	     2:High,	     2:High
4676,	     2:High,	     2:High
4677,	     2:High,	     2:High
4678,	     2:High,	     2:High
4679,	     2:High,	     2:High
4680,	     2:High,	     2:High
4681,	     2:High,	     1:Low
4682,	     2:High,	     2:High
4683,	     2:High,	     2:High
4684,	     2:High,	     2:High
4685,	     2:High,	     2:High
4686,	     2:High,	     2:High
4687,	     2:High,	     1:Low
4688,	     2:High,	     2:High
4689,	     2:High,	     2:High
4690,	     2:High,	     2:High
4691,	     2:High,	     2:High
4692,	     2:High,	     2:High
4693,	     2:High,	     2:High
4694,	     2:High,	     2:High
4695,	     2:High,	     1:Low
4696,	     2:High,	     2:High
4697,	     2:High,	     2:High
4698,	     2:High,	     2:High
4699,	     2:High,	     2:High
4700,	     2:High,	     2:High
4701,	     2:High,	     2:High
4702,	     2:High,	     2:High
4703,	     2:High,	     2:High
4704,	     2:High,	     2:High
4705,	     2:High,	     2:High
4706,	     2:High,	     2:High
4707,	     2:High,	     2:High
4708,	     2:High,	     2:High
4709,	     2:High,	     2:High
4710,	     2:High,	     2:High
4711,	     2:High,	     2:High
4712,	     2:High,	     2:High
4713,	     2:High,	     2:High
4714,	     2:High,	     2:High
4715,	     2:High,	     2:High
4716,	     2:High,	     2:High
4717,	     2:High,	     2:High
4718,	     2:High,	     2:High
4719,	     2:High,	     2:High
4720,	     2:High,	     2:High
4721,	     2:High,	     1:Low
4722,	     2:High,	     2:High
4723,	     2:High,	     2:High
4724,	     2:High,	     2:High
4725,	     2:High,	     2:High
4726,	     2:High,	     2:High
4727,	     2:High,	     2:High
4728,	     2:High,	     2:High
4729,	     2:High,	     2:High
4730,	     2:High,	     2:High
4731,	     2:High,	     2:High
4732,	     2:High,	     2:High
4733,	     2:High,	     2:High
4734,	     2:High,	     2:High
4735,	     2:High,	     2:High
4736,	     2:High,	     2:High
4737,	     2:High,	     2:High
4738,	     2:High,	     2:High
4739,	     2:High,	     2:High
4740,	     2:High,	     2:High
4741,	     2:High,	     2:High
4742,	     2:High,	     2:High
4743,	     2:High,	     2:High
4744,	     2:High,	     2:High
4745,	     2:High,	     2:High
4746,	     2:High,	     2:High
4747,	     2:High,	     2:High
4748,	     2:High,	     2:High
4749,	     2:High,	     2:High
4750,	     2:High,	     2:High
4751,	     2:High,	     2:High
4752,	     2:High,	     2:High
4753,	     2:High,	     2:High
4754,	     2:High,	     2:High
4755,	     2:High,	     2:High
4756,	     2:High,	     2:High
4757,	     2:High,	     2:High
4758,	     2:High,	     2:High
4759,	     2:High,	     2:High
4760,	     2:High,	     2:High
4761,	     2:High,	     2:High
4762,	     2:High,	     2:High
4763,	     2:High,	     2:High
4764,	     2:High,	     2:High
4765,	     2:High,	     2:High
4766,	     2:High,	     2:High
4767,	     2:High,	     2:High
4768,	     2:High,	     2:High
4769,	     2:High,	     2:High
4770,	     2:High,	     2:High
4771,	     2:High,	     2:High
4772,	     2:High,	     2:High
4773,	     2:High,	     2:High
4774,	     2:High,	     2:High
4775,	     2:High,	     2:High
4776,	     2:High,	     2:High
4777,	     2:High,	     2:High
4778,	     2:High,	     2:High
4779,	     2:High,	     2:High
4780,	     2:High,	     2:High
4781,	     2:High,	     2:High
4782,	     2:High,	     2:High
4783,	     2:High,	     2:High
4784,	     2:High,	     2:High
4785,	     2:High,	     2:High
4786,	     2:High,	     2:High
4787,	     2:High,	     2:High
4788,	     2:High,	     2:High
4789,	     2:High,	     2:High
4790,	     2:High,	     2:High
4791,	     2:High,	     2:High
4792,	     2:High,	     2:High
4793,	     2:High,	     2:High
4794,	     2:High,	     2:High
4795,	     2:High,	     2:High
4796,	     2:High,	     2:High
4797,	     2:High,	     2:High
4798,	     2:High,	     2:High
4799,	     2:High,	     2:High
4800,	     2:High,	     2:High
4801,	     2:High,	     2:High
4802,	     2:High,	     2:High
4803,	     2:High,	     2:High
4804,	     2:High,	     2:High
4805,	     2:High,	     2:High
4806,	     2:High,	     2:High
4807,	     2:High,	     2:High
4808,	     2:High,	     1:Low
4809,	     2:High,	     2:High
4810,	     2:High,	     2:High
4811,	     2:High,	     2:High
4812,	     2:High,	     2:High
4813,	     2:High,	     2:High
4814,	     2:High,	     2:High
4815,	     2:High,	     2:High
4816,	     2:High,	     2:High
4817,	     2:High,	     2:High
4818,	     2:High,	     2:High
4819,	     2:High,	     2:High
4820,	     2:High,	     2:High
4821,	     2:High,	     2:High
4822,	     2:High,	     2:High
4823,	     2:High,	     2:High
4824,	     2:High,	     2:High
4825,	     2:High,	     2:High
4826,	     2:High,	     2:High
4827,	     2:High,	     2:High
4828,	     2:High,	     2:High
4829,	     2:High,	     2:High
4830,	     2:High,	     2:High
4831,	     2:High,	     2:High
4832,	     2:High,	     2:High
4833,	     2:High,	     2:High
4834,	     2:High,	     2:High
4835,	     2:High,	     2:High
4836,	     2:High,	     2:High
4837,	     2:High,	     2:High
4838,	     2:High,	     2:High
4839,	     2:High,	     2:High
4840,	     2:High,	     2:High
4841,	     2:High,	     2:High
4842,	     2:High,	     2:High
4843,	     2:High,	     2:High
4844,	     2:High,	     2:High
4845,	     2:High,	     2:High
4846,	     2:High,	     2:High
4847,	     2:High,	     2:High
4848,	     2:High,	     2:High
4849,	     2:High,	     2:High
4850,	     2:High,	     2:High
4851,	     2:High,	     2:High
4852,	     2:High,	     2:High
4853,	     2:High,	     2:High
4854,	     2:High,	     2:High
4855,	     2:High,	     2:High
4856,	     2:High,	     2:High
4857,	     2:High,	     2:High
4858,	     2:High,	     2:High
4859,	     2:High,	     2:High
4860,	     2:High,	     2:High
4861,	     2:High,	     2:High
4862,	     2:High,	     2:High
4863,	     2:High,	     2:High
4864,	     2:High,	     2:High
4865,	     2:High,	     2:High
4866,	     2:High,	     2:High
4867,	     2:High,	     2:High
4868,	     2:High,	     2:High
4869,	     2:High,	     2:High
4870,	     2:High,	     2:High
4871,	     2:High,	     2:High
4872,	     2:High,	     2:High
4873,	     2:High,	     2:High
4874,	     2:High,	     2:High
4875,	     2:High,	     2:High
4876,	     2:High,	     2:High
4877,	     2:High,	     2:High
4878,	     2:High,	     2:High
4879,	     2:High,	     2:High
4880,	     2:High,	     2:High
4881,	     2:High,	     2:High
4882,	     2:High,	     2:High
4883,	     2:High,	     2:High
4884,	     2:High,	     2:High
4885,	     2:High,	     2:High
4886,	     2:High,	     2:High
4887,	     2:High,	     2:High
4888,	     2:High,	     2:High
4889,	     2:High,	     2:High
4890,	     2:High,	     2:High
4891,	     2:High,	     2:High
4892,	     2:High,	     2:High
4893,	     2:High,	     2:High
4894,	     2:High,	     2:High
4895,	     2:High,	     2:High
4896,	     2:High,	     2:High
4897,	     2:High,	     2:High
4898,	     2:High,	     2:High
4899,	     2:High,	     2:High
4900,	     2:High,	     2:High
4901,	     2:High,	     2:High
4902,	     2:High,	     2:High
4903,	     2:High,	     2:High
4904,	     2:High,	     2:High
4905,	     2:High,	     2:High
4906,	     2:High,	     2:High
4907,	     2:High,	     2:High
4908,	     2:High,	     2:High
4909,	     2:High,	     2:High
4910,	     2:High,	     2:High
4911,	     2:High,	     2:High
4912,	     2:High,	     2:High
4913,	     2:High,	     2:High
4914,	     2:High,	     2:High
4915,	     2:High,	     2:High
4916,	     2:High,	     2:High
4917,	     2:High,	     2:High
4918,	     2:High,	     2:High
4919,	     2:High,	     2:High
4920,	     2:High,	     2:High
4921,	     2:High,	     2:High
4922,	     2:High,	     2:High
4923,	     2:High,	     2:High
4924,	     2:High,	     2:High
4925,	     2:High,	     2:High
4926,	     2:High,	     2:High
4927,	     2:High,	     2:High
4928,	     2:High,	     2:High
4929,	     2:High,	     2:High
4930,	     2:High,	     2:High
4931,	     2:High,	     1:Low
4932,	     2:High,	     2:High
4933,	     2:High,	     2:High
4934,	     2:High,	     2:High
4935,	     2:High,	     2:High
4936,	     2:High,	     2:High
4937,	     2:High,	     2:High
4938,	     2:High,	     2:High
4939,	     2:High,	     2:High
4940,	     2:High,	     2:High
4941,	     2:High,	     2:High
4942,	     2:High,	     2:High
4943,	     2:High,	     2:High
4944,	     2:High,	     2:High
4945,	     2:High,	     2:High
4946,	     2:High,	     2:High
4947,	     2:High,	     1:Low
4948,	     2:High,	     2:High
4949,	     2:High,	     2:High
4950,	     2:High,	     2:High
4951,	     2:High,	     2:High
4952,	     2:High,	     2:High
4953,	     2:High,	     2:High
4954,	     2:High,	     2:High
4955,	     2:High,	     2:High
4956,	     2:High,	     2:High
4957,	     2:High,	     2:High
4958,	     2:High,	     2:High
4959,	     2:High,	     2:High
4960,	     2:High,	     2:High
4961,	     2:High,	     2:High
4962,	     2:High,	     2:High
4963,	     2:High,	     2:High
4964,	     2:High,	     2:High
4965,	     2:High,	     2:High
4966,	     2:High,	     2:High
4967,	     2:High,	     2:High
4968,	     2:High,	     2:High
4969,	     2:High,	     2:High
4970,	     2:High,	     2:High
4971,	     2:High,	     2:High
4972,	     2:High,	     2:High
4973,	     2:High,	     2:High
4974,	     2:High,	     2:High
4975,	     2:High,	     2:High
4976,	     2:High,	     2:High
4977,	     2:High,	     2:High
4978,	     2:High,	     2:High
4979,	     2:High,	     2:High
4980,	     2:High,	     2:High
4981,	     2:High,	     2:High
4982,	     2:High,	     2:High
4983,	     2:High,	     2:High
4984,	     2:High,	     2:High
4985,	     2:High,	     2:High
4986,	     2:High,	     2:High
4987,	     2:High,	     1:Low
4988,	     2:High,	     2:High
4989,	     2:High,	     2:High
4990,	     2:High,	     2:High
4991,	     2:High,	     2:High
4992,	     2:High,	     2:High
4993,	     2:High,	     2:High
4994,	     2:High,	     2:High
4995,	     2:High,	     2:High
4996,	     2:High,	     2:High
4997,	     2:High,	     2:High
4998,	     2:High,	     2:High
4999,	     2:High,	     2:High
5000,	     2:High,	     2:High
5001,	     2:High,	     2:High
5002,	     2:High,	     2:High
5003,	     2:High,	     2:High
5004,	     2:High,	     2:High
5005,	     2:High,	     2:High
5006,	     2:High,	     2:High
5007,	     2:High,	     2:High
5008,	     2:High,	     2:High
5009,	     2:High,	     2:High
5010,	     2:High,	     2:High
5011,	     2:High,	     2:High
5012,	     2:High,	     2:High
5013,	     2:High,	     2:High
5014,	     2:High,	     2:High
5015,	     2:High,	     2:High
5016,	     2:High,	     2:High
5017,	     2:High,	     2:High
5018,	     2:High,	     2:High
5019,	     2:High,	     2:High
5020,	     2:High,	     2:High
5021,	     2:High,	     2:High
5022,	     2:High,	     2:High
5023,	     2:High,	     2:High
5024,	     2:High,	     2:High
5025,	     2:High,	     2:High
5026,	     2:High,	     2:High
5027,	     2:High,	     2:High
5028,	     2:High,	     2:High
5029,	     2:High,	     2:High
5030,	     2:High,	     2:High
5031,	     2:High,	     2:High
5032,	     2:High,	     2:High
5033,	     2:High,	     2:High
5034,	     2:High,	     2:High
5035,	     2:High,	     2:High
5036,	     2:High,	     2:High
5037,	     2:High,	     2:High
5038,	     2:High,	     2:High
5039,	     2:High,	     2:High
5040,	     2:High,	     2:High
5041,	     2:High,	     2:High
5042,	     2:High,	     2:High
5043,	     2:High,	     2:High
5044,	     2:High,	     2:High
5045,	     2:High,	     2:High
5046,	     2:High,	     2:High
5047,	     2:High,	     2:High
5048,	     2:High,	     2:High
5049,	     2:High,	     2:High
5050,	     2:High,	     2:High
5051,	     2:High,	     2:High
5052,	     2:High,	     2:High
5053,	     2:High,	     2:High
5054,	     2:High,	     2:High
5055,	     2:High,	     2:High
5056,	     2:High,	     2:High
5057,	     2:High,	     2:High
5058,	     2:High,	     2:High
5059,	     2:High,	     1:Low
5060,	     2:High,	     2:High
5061,	     2:High,	     2:High
5062,	     2:High,	     2:High
5063,	     2:High,	     2:High
5064,	     2:High,	     2:High
5065,	     2:High,	     2:High
5066,	     2:High,	     2:High
5067,	     2:High,	     2:High
5068,	     2:High,	     2:High
5069,	     2:High,	     2:High
5070,	     2:High,	     2:High
5071,	     2:High,	     2:High
5072,	     2:High,	     2:High
5073,	     2:High,	     2:High
5074,	     2:High,	     2:High
5075,	     2:High,	     2:High
5076,	     2:High,	     2:High
5077,	     2:High,	     2:High
5078,	     2:High,	     2:High
5079,	     2:High,	     2:High
5080,	     2:High,	     2:High
5081,	     2:High,	     2:High
5082,	     2:High,	     2:High
5083,	     2:High,	     2:High
5084,	     2:High,	     2:High
5085,	     2:High,	     2:High
5086,	     2:High,	     2:High
5087,	     2:High,	     2:High
5088,	     2:High,	     2:High
5089,	     2:High,	     2:High
5090,	     2:High,	     2:High
5091,	     2:High,	     2:High
5092,	     2:High,	     2:High
5093,	     2:High,	     2:High
5094,	     2:High,	     2:High
5095,	     2:High,	     2:High
5096,	     2:High,	     2:High
5097,	     2:High,	     2:High
5098,	     2:High,	     2:High
5099,	     2:High,	     2:High
5100,	     2:High,	     2:High
5101,	     2:High,	     2:High
5102,	     2:High,	     2:High
5103,	     2:High,	     2:High
5104,	     2:High,	     2:High
5105,	     2:High,	     2:High
5106,	     2:High,	     2:High
5107,	     2:High,	     2:High
5108,	     2:High,	     2:High
5109,	     2:High,	     2:High
5110,	     2:High,	     2:High
5111,	     2:High,	     2:High
5112,	     2:High,	     2:High
5113,	     2:High,	     2:High
5114,	     2:High,	     2:High
5115,	     2:High,	     2:High
5116,	     2:High,	     2:High
5117,	     2:High,	     2:High
5118,	     2:High,	     2:High
5119,	     2:High,	     2:High
5120,	     2:High,	     2:High
5121,	     2:High,	     2:High
5122,	     2:High,	     2:High
5123,	     2:High,	     2:High
5124,	     2:High,	     2:High
5125,	     2:High,	     2:High
5126,	     2:High,	     2:High
5127,	     2:High,	     2:High
5128,	     2:High,	     2:High
5129,	     2:High,	     2:High
5130,	     2:High,	     2:High
5131,	     2:High,	     2:High
5132,	     2:High,	     2:High
5133,	     2:High,	     2:High
5134,	     2:High,	     2:High
5135,	     2:High,	     2:High
5136,	     2:High,	     2:High
5137,	     2:High,	     2:High
5138,	     2:High,	     2:High
5139,	     2:High,	     2:High
5140,	     2:High,	     2:High
5141,	     2:High,	     1:Low
5142,	     2:High,	     2:High
5143,	     2:High,	     2:High
5144,	     2:High,	     2:High
5145,	     2:High,	     2:High
5146,	     2:High,	     2:High
5147,	     2:High,	     2:High
5148,	     2:High,	     2:High
5149,	     2:High,	     2:High
5150,	     2:High,	     2:High
5151,	     2:High,	     2:High
5152,	     2:High,	     2:High
5153,	     2:High,	     2:High
5154,	     2:High,	     2:High
5155,	     2:High,	     2:High
5156,	     2:High,	     2:High
5157,	     2:High,	     2:High
5158,	     2:High,	     1:Low
5159,	     2:High,	     2:High
5160,	     2:High,	     2:High
5161,	     2:High,	     2:High
5162,	     2:High,	     2:High
5163,	     2:High,	     2:High
5164,	     2:High,	     2:High
5165,	     2:High,	     2:High
5166,	     2:High,	     2:High
5167,	     2:High,	     2:High
5168,	     2:High,	     2:High
5169,	     2:High,	     2:High
5170,	     2:High,	     2:High
5171,	     2:High,	     2:High
5172,	     2:High,	     2:High
5173,	     2:High,	     2:High
5174,	     2:High,	     2:High
5175,	     2:High,	     2:High
5176,	     2:High,	     2:High
5177,	     2:High,	     2:High
5178,	     2:High,	     2:High
5179,	     2:High,	     2:High
5180,	     2:High,	     2:High
5181,	     2:High,	     2:High
5182,	     2:High,	     2:High
5183,	     2:High,	     2:High
5184,	     2:High,	     2:High
5185,	     2:High,	     2:High
5186,	     2:High,	     2:High
5187,	     2:High,	     2:High
5188,	     2:High,	     2:High
5189,	     2:High,	     2:High
5190,	     2:High,	     2:High
5191,	     2:High,	     2:High
5192,	     2:High,	     2:High
5193,	     2:High,	     2:High
5194,	     2:High,	     2:High
5195,	     2:High,	     2:High
5196,	     2:High,	     2:High
5197,	     2:High,	     2:High
5198,	     2:High,	     2:High
5199,	     2:High,	     2:High
5200,	     2:High,	     2:High
5201,	     2:High,	     2:High
5202,	     2:High,	     2:High
5203,	     2:High,	     2:High
5204,	     2:High,	     2:High
5205,	     2:High,	     2:High
5206,	     2:High,	     2:High
5207,	     2:High,	     2:High
5208,	     2:High,	     2:High
5209,	     2:High,	     2:High
5210,	     2:High,	     2:High
5211,	     2:High,	     2:High
5212,	     2:High,	     2:High
5213,	     2:High,	     1:Low
5214,	     2:High,	     2:High
5215,	     2:High,	     2:High
5216,	     2:High,	     2:High
5217,	     2:High,	     2:High
5218,	     2:High,	     2:High
5219,	     2:High,	     2:High
5220,	     2:High,	     2:High
5221,	     2:High,	     2:High
5222,	     2:High,	     2:High
5223,	     2:High,	     2:High
5224,	     2:High,	     2:High
5225,	     2:High,	     2:High
5226,	     2:High,	     2:High
5227,	     2:High,	     2:High
5228,	     2:High,	     2:High
5229,	     2:High,	     2:High
5230,	     2:High,	     2:High
5231,	     2:High,	     2:High
5232,	     2:High,	     2:High
5233,	     2:High,	     2:High
5234,	     2:High,	     2:High
5235,	     2:High,	     2:High
5236,	     2:High,	     2:High
5237,	     2:High,	     2:High
5238,	     2:High,	     2:High
5239,	     2:High,	     2:High
5240,	     2:High,	     2:High
5241,	     2:High,	     2:High
5242,	     2:High,	     2:High
5243,	     2:High,	     2:High
5244,	     2:High,	     2:High
5245,	     2:High,	     2:High
5246,	     2:High,	     2:High
5247,	     2:High,	     2:High
5248,	     2:High,	     2:High
5249,	     2:High,	     2:High
5250,	     2:High,	     2:High
5251,	     2:High,	     2:High
5252,	     2:High,	     2:High
5253,	     2:High,	     2:High
5254,	     2:High,	     2:High
5255,	     2:High,	     2:High
5256,	     2:High,	     2:High
5257,	     2:High,	     2:High
5258,	     2:High,	     2:High
5259,	     2:High,	     2:High
5260,	     2:High,	     2:High
5261,	     2:High,	     2:High
5262,	     2:High,	     2:High
5263,	     2:High,	     2:High
5264,	     2:High,	     2:High
5265,	     2:High,	     2:High
5266,	     2:High,	     2:High
5267,	     2:High,	     2:High
5268,	     2:High,	     2:High
5269,	     2:High,	     2:High
5270,	     2:High,	     2:High
5271,	     2:High,	     2:High
5272,	     2:High,	     2:High
5273,	     2:High,	     2:High
5274,	     2:High,	     2:High
5275,	     2:High,	     2:High
5276,	     2:High,	     2:High
5277,	     2:High,	     2:High
5278,	     2:High,	     2:High
5279,	     2:High,	     2:High
5280,	     2:High,	     2:High
5281,	     2:High,	     2:High
5282,	     2:High,	     2:High
5283,	     2:High,	     2:High
5284,	     2:High,	     2:High
5285,	     2:High,	     2:High
5286,	     2:High,	     2:High
5287,	     2:High,	     2:High
5288,	     2:High,	     2:High
5289,	     2:High,	     2:High
5290,	     2:High,	     2:High
5291,	     2:High,	     2:High
5292,	     2:High,	     2:High
5293,	     2:High,	     2:High
5294,	     2:High,	     2:High
5295,	     2:High,	     2:High
5296,	     2:High,	     2:High
5297,	     2:High,	     2:High
5298,	     2:High,	     2:High
5299,	     2:High,	     2:High
5300,	     2:High,	     2:High
5301,	     2:High,	     2:High
5302,	     2:High,	     2:High
5303,	     2:High,	     2:High
5304,	     2:High,	     2:High
5305,	     2:High,	     2:High
5306,	     2:High,	     2:High
5307,	     2:High,	     2:High
5308,	     2:High,	     2:High
5309,	     2:High,	     2:High
5310,	     2:High,	     2:High
5311,	     2:High,	     2:High
5312,	     2:High,	     2:High
5313,	     2:High,	     2:High
5314,	     2:High,	     2:High
5315,	     2:High,	     2:High
5316,	     2:High,	     2:High
5317,	     2:High,	     2:High
5318,	     2:High,	     2:High
5319,	     2:High,	     2:High
5320,	     2:High,	     1:Low
5321,	     2:High,	     2:High
